,tweets,likes,time,retweets,clean_tweets,polarity,subjectivity,sentiment
341,RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:40:09+00:00,686,"['rt', 'repthomasmassie', 'goalpost', 'moving', 'first', 'changed', 'definition', 'vaccine', 'changing', 'definition', 'full', '']",0.25,0.3333333333333333,Positive
342,RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:40:09+00:00,686,"['rt', 'repthomasmassie', 'goalpost', 'moving', 'first', 'changed', 'definition', 'vaccine', 'changing', 'definition', 'full', '']",0.25,0.3333333333333333,Positive
343,"RT @JujuliaGrace: There were over 50,000 cases of COVID-19 in the UK yesterday. 

Hospitalisations and deaths continue to rise. And our gov…",0,2021-10-22 21:40:07+00:00,1549,"['rt', 'jujuliagrace', 'case', 'covid', 'uk', 'yesterday', 'hospitalisation', 'death', 'continue', 'rise', 'gov', '']",0.0,0.0,Neutral
344,"RT @AZDHS: Today’s #COVID19 dashboard update adds 3,074 cases and 51 deaths. Important news for fully vaccinated Arizonans: Boosters are no…",0,2021-10-22 21:40:06+00:00,37,"['rt', 'azdhs', 'today', 'covid', 'dashboard', 'update', 'add', 'case', 'death', 'important', 'news', 'fully', 'vaccinated', 'arizonan', 'booster', '']",0.4,1.0,Positive
345,"Nearly 20,000 people in McKinney have had COVID-19 since the pandemic started and other information - https://t.co/aEuiagizFY",0,2021-10-22 21:40:05+00:00,0,"['nearly', 'people', 'mckinney', 'covid', 'since', 'pandemic', 'started', 'information', 'httpstcoaeuiagizfy']",-0.012499999999999997,0.3875,Negative
346,"RT @TRTWorldNow: Covid-19 has infected more than 243M people and killed over 4.9M globally. 

Here are the virus-related developments for O…",0,2021-10-22 21:40:05+00:00,12,"['rt', 'trtworldnow', 'covid', 'infected', 'people', 'killed', 'globally', 'virusrelated', 'development', '']",0.09999999999999999,0.16666666666666666,Positive
347,CDC Approves COVID-19 booster doses for Moderna and Johnson &amp; Johnson Vaccines https://t.co/7QPslUSFO1,0,2021-10-22 21:40:05+00:00,0,"['cdc', 'approves', 'covid', 'booster', 'dos', 'moderna', 'johnson', 'amp', 'johnson', 'vaccine', 'httpstcoqpslusfo']",0.0,0.0,Neutral
348,"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:40:05+00:00,369,"['rt', 'yaliberty', 'tax', 'dollar', 'funded', 'wuhan', 'lab', 'china', 'likely', 'may', 'responsible', 'covid', 'pandemic', 'really', '']",0.1,0.775,Positive
349,"RT @RolandBakerIII: JAMA: Assessment of Cognitive Function in Patients After COVID-19 Infection
https://t.co/zkrbnoriub",0,2021-10-22 21:40:04+00:00,9,"['rt', 'rolandbakeriii', 'jama', 'assessment', 'cognitive', 'function', 'patient', 'covid', 'infection', 'httpstcozkrbnoriub']",0.0,0.0,Neutral
350,Israel could begin vaccinating children in early December: Government preparing to start vaccinating children under age of 12 against COVID-19 after FDA approves the vaccine in the US. https://t.co/JyhLXj40K0 ArutzSheva https://t.co/KAwFM2Kqws,0,2021-10-22 21:40:04+00:00,0,"['israel', 'could', 'begin', 'vaccinating', 'child', 'early', 'december', 'government', 'preparing', 'start', 'vaccinating', 'child', 'age', 'covid', 'fda', 'approves', 'vaccine', 'u', 'httpstcojyhlxjk', 'arutzsheva', 'httpstcokawfmkqws']",0.1,0.3,Positive
351,RT @UGHighCommRWA: HERE'S A STATEMENT ON COMPULSORY COVID 19 TESTING FOR ALL INCOMING PASSENGERS AT ENTEBBE INTERNATIONAL AIRPORT https://t…,0,2021-10-22 21:40:03+00:00,1,"['rt', 'ughighcommrwa', 'here', 'statement', 'compulsory', 'covid', 'testing', 'incoming', 'passenger', 'entebbe', 'international', 'airport', 'httpst', '']",0.0,0.0,Neutral
352,"@Drcomoskitty @IanGoings @KLF2320 @ShivaDiva24 @AkilahObviously @shannonwoodward Did you read the next response from the article you copied and pasted that from? The vaccines DO NOT contain fetal cells. They were tested in 50-year old cells, though. Bug difference. https://t.co/oHVzr6H5nI",0,2021-10-22 21:40:02+00:00,0,"['drcomoskitty', 'iangoings', 'klf', 'shivadiva', 'akilahobviously', 'shannonwoodward', 'read', 'next', 'response', 'article', 'copied', 'pasted', 'vaccine', 'contain', 'fetal', 'cell', 'tested', 'year', 'old', 'cell', 'though', 'bug', 'difference', 'httpstcoohvzrhni']",0.05,0.1,Positive
353,RT @Crof: COVID-19 outbreak declared at Lethbridge Correctional Centre https://t.co/dYOxOrOkhO,0,2021-10-22 21:40:02+00:00,1,"['rt', 'crof', 'covid', 'outbreak', 'declared', 'lethbridge', 'correctional', 'centre', 'httpstcodyoxorokho']",0.0,0.0,Neutral
354,"Luisa Revilla Urcia died from COVID-19 two weeks after being admitted to hospital in Trujillo, La Libertad (Peru) on 15 Apr 2021. She was a former mayor of the La Esperanza district of Trujillo.

Luisa was 49. #SayHerName #TransLivesMatter #TDoR

https://t.co/75T29N2Xsr",0,2021-10-22 21:40:02+00:00,0,"['luisa', 'revilla', 'urcia', 'died', 'covid', 'two', 'week', 'admitted', 'hospital', 'trujillo', 'la', 'libertad', 'peru', 'apr', 'former', 'mayor', 'la', 'esperanza', 'district', 'trujillo', 'luisa', 'sayhername', 'translivesmatter', 'tdor', 'httpstcotnxsr']",0.0,0.0,Neutral
355,"RT @FLHospitalAssn: ℹ Florida COVID-19 Update for October 22, 2021

🚨 The summer Delta surge in Florida is over ❗ https://t.co/HT4ZYqTAUQ",0,2021-10-22 21:40:02+00:00,69,"['rt', 'flhospitalassn', 'ℹ', 'florida', 'covid', 'update', 'october', 'summer', 'delta', 'surge', 'florida', 'httpstcohtzyqtauq']",0.0,0.0,Neutral
356,"As of today, there are 352 individuals hospitalized in New Mexico for COVID-19. https://t.co/lo2SUeYsCV",1,2021-10-22 21:40:02+00:00,0,"['today', 'individual', 'hospitalized', 'new', 'mexico', 'covid', 'httpstcolosueyscv']",0.13636363636363635,0.45454545454545453,Positive
357,@fay120214 @SRuhle So it didn't take long to finish the trials. Next thing: there have never been vaccine symptoms that wait more than six months or so before showing up. Read why not: https://t.co/PFDjG0mhCH,0,2021-10-22 21:40:02+00:00,0,"['fay', 'sruhle', 'didnt', 'take', 'long', 'finish', 'trial', 'next', 'thing', 'never', 'vaccine', 'symptom', 'wait', 'six', 'month', 'showing', 'read', 'httpstcopfdjgmhch']",0.15,0.3,Positive
358,"📚 Here are the latest numbers of COVID-19 studies, systematic reviews &amp; RCTs. These global findings inform our regular guideline updates. Access all our clinical recommendations and flowcharts here: https://t.co/L9W6tEBZ9e 
#COVID19Aus #HCWs #EvidenceBasedPractice
@CochraneAus https://t.co/4i27FI4USQ",0,2021-10-22 21:40:01+00:00,0,"['', 'latest', 'number', 'covid', 'study', 'systematic', 'review', 'amp', 'rcts', 'global', 'finding', 'inform', 'regular', 'guideline', 'update', 'access', 'clinical', 'recommendation', 'flowchart', 'httpstcolwtebze', 'covidaus', 'hcws', 'evidencebasedpractice', 'cochraneaus', 'httpstcoifiusq']",0.16666666666666666,0.32564102564102565,Positive
359,ICU beds in WNY hospitals filling up – but not with Covid-19 patients #NewsBreak. How many of those patients were Covid-19 vaccinated?  #GOTTOGOJOE https://t.co/8ii0JL5JI6,0,2021-10-22 21:40:01+00:00,0,"['icu', 'bed', 'wny', 'hospital', 'filling', 'covid', 'patient', 'newsbreak', 'many', 'patient', 'covid', 'vaccinated', 'gottogojoe', 'httpstcoiijlji']",0.5,0.5,Positive
360,"RT @Mar_shallLaw: 50 Georgia educators have died of #Covid_19 since August.

#CovidIsNotOver #TeachersLivesMatter #Delta kills #GetVaccinat…",0,2021-10-22 21:40:00+00:00,2,"['rt', 'marshalllaw', 'georgia', 'educator', 'died', 'covid', 'since', 'august', 'covidisnotover', 'teacherslivesmatter', 'delta', 'kill', 'getvaccinat', '']",0.0,0.0,Neutral
361,"RT @washingtonpost: Across the Andes, a region that has reported some of the world’s highest covid-19 death rates, teams are traversing des…",0,2021-10-22 21:40:00+00:00,61,"['rt', 'washingtonpost', 'across', 'andes', 'region', 'reported', 'world', 'highest', 'covid', 'death', 'rate', 'team', 'traversing', 'de', '']",0.0,0.0,Neutral
362,"Is it time to get a COVID-19 booster? If so, which one?
https://t.co/2fuQ76ZVHH",0,2021-10-22 21:40:00+00:00,0,"['time', 'get', 'covid', 'booster', 'one', 'httpstcofuqzvhh']",0.0,0.0,Neutral
363,"Some east Alabama counties optimistic in continuing downward trend in COVID-19 cases

https://t.co/2fYsfVRZw2",0,2021-10-22 21:40:00+00:00,0,"['east', 'alabama', 'county', 'optimistic', 'continuing', 'downward', 'trend', 'covid', 'case', 'httpstcofysfvrzw']",0.0,0.0,Neutral
364,New post (European countries track rising COVID-19 numbers) has been published on Covid19 INFORMATION  NEWS  STATS - https://t.co/9XS1ajzRoJ,0,2021-10-22 21:40:00+00:00,0,"['new', 'post', 'european', 'country', 'track', 'rising', 'covid', 'number', 'published', 'covid', 'information', 'news', 'stats', 'httpstcoxsajzroj']",0.06818181818181818,0.22727272727272727,Positive
365,"Millions more Americans just became eligible for COVID-19 boosters, but figuring out who's eligible and when can be confusing. https://t.co/5gfgvQELFP",0,2021-10-22 21:40:00+00:00,0,"['million', 'american', 'became', 'eligible', 'covid', 'booster', 'figuring', 'who', 'eligible', 'confusing', 'httpstcogfgvqelfp']",0.1,0.45,Positive
366,"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:39:59+00:00,93,"['rt', 'rashidatlaib', 'lost', 'childhood', 'friend', 'covid', 'yesterday', 'year', 'old', 'father', 'another', 'way', 'plea', '']",0.05,0.6,Positive
367,"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:39:58+00:00,369,"['rt', 'yaliberty', 'tax', 'dollar', 'funded', 'wuhan', 'lab', 'china', 'likely', 'may', 'responsible', 'covid', 'pandemic', 'really', '']",0.1,0.775,Positive
368,"Home builders in a recent survey we conducted cited windows as the biggest material shortage right now. Average lead times for windows currently range from 4–15 weeks with some window lead times extending 20–45 weeks. Prior to COVID-19, lead times were typically 2–3 weeks. https://t.co/dIcSKVj1u1",0,2021-10-22 21:39:58+00:00,0,"['home', 'builder', 'recent', 'survey', 'conducted', 'cited', 'window', 'biggest', 'material', 'shortage', 'right', 'average', 'lead', 'time', 'window', 'currently', 'range', 'week', 'window', 'lead', 'time', 'extending', 'week', 'prior', 'covid', 'lead', 'time', 'typically', 'week', 'httpstcodicskvju']",-0.005158730158730159,0.34761904761904766,Negative
369,RT @KagutaMuseveni: I am pleased to commission the Entebbe International Airport COVID-19 laboratories. These will be used as government te…,0,2021-10-22 21:39:57+00:00,109,"['rt', 'kagutamuseveni', 'pleased', 'commission', 'entebbe', 'international', 'airport', 'covid', 'laboratory', 'used', 'government', 'te', '']",0.25,0.5,Positive
370,"RT @RightWingWatch: End Times conspiracy theorist Rick Wiles claims that COVID-19 vaccines contain ""an egg that hatches into a synthetic pa…",0,2021-10-22 21:39:57+00:00,685,"['rt', 'rightwingwatch', 'end', 'time', 'conspiracy', 'theorist', 'rick', 'wile', 'claim', 'covid', 'vaccine', 'contain', 'egg', 'hatch', 'synthetic', 'pa', '']",0.0,0.0,Neutral
371,RT @thecaravanindia: Crematoria have been a more reliable source of data in times when the government has been obsessed with fudging number…,0,2021-10-22 21:39:57+00:00,14,"['rt', 'thecaravanindia', 'crematorium', 'reliable', 'source', 'data', 'time', 'government', 'obsessed', 'fudging', 'number', '']",0.0,0.75,Neutral
372,RT @Crof: Saskatoon hospital so full of COVID-19 patients it moved some into laundry room: doctor https://t.co/9g0ThZKdic,0,2021-10-22 21:39:57+00:00,3,"['rt', 'crof', 'saskatoon', 'hospital', 'full', 'covid', 'patient', 'moved', 'laundry', 'room', 'doctor', 'httpstcogthzkdic']",0.35,0.55,Positive
373,RT @AP: Pfizer says kid-size doses of its COVID-19 vaccine are safe and nearly 91% effective at preventing infections in elementary school…,0,2021-10-22 21:39:56+00:00,285,"['rt', 'ap', 'pfizer', 'say', 'kidsize', 'dos', 'covid', 'vaccine', 'safe', 'nearly', 'effective', 'preventing', 'infection', 'elementary', 'school', '']",0.375,0.65,Positive
374,"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:39:56+00:00,750,"['rt', 'rwmalonemd', 'major', 'concern', 'regarding', 'potential', 'flaw', 'reliability', 'israeli', 'data', 'respect', 'pfizerbiontech', 'covid', '']",0.03125,0.75,Positive
375,"RT @LJLMD: @MeidasTouch In 2021, COVID-19 has been responsible for more than quadruple the number of law enforcement deaths nationwide than…",0,2021-10-22 21:39:55+00:00,1,"['rt', 'ljlmd', 'meidastouch', 'covid', 'responsible', 'quadruple', 'number', 'law', 'enforcement', 'death', 'nationwide', '']",0.35,0.525,Positive
376,"RT @NNSWLHD: Five new cases confirmed to 8pm 21 Oct. 
📍2 in Kyogle LGA, linked to existing cases, have been isolating.
📍1 in Clarence Valle…",0,2021-10-22 21:39:54+00:00,4,"['rt', 'nnswlhd', 'five', 'new', 'case', 'confirmed', 'pm', 'oct', 'kyogle', 'lga', 'linked', 'existing', 'case', 'isolating', 'clarence', 'valle', '']",0.2681818181818182,0.7272727272727273,Positive
377,"RT @AfraKhathija: News papers , caller tunes are all celebrating 100 crore doses , but all these will not counter the optimistic about the…",0,2021-10-22 21:39:53+00:00,5,"['rt', 'afrakhathija', 'news', 'paper', 'caller', 'tune', 'celebrating', 'crore', 'dos', 'counter', 'optimistic', '']",0.0,0.0,Neutral
378,"RT @RepJayapal: This is such good news!

Let’s get as many people as possible vaccinated and finally end this pandemic!
https://t.co/FN9gsx…",0,2021-10-22 21:39:52+00:00,33,"['rt', 'repjayapal', 'good', 'news', 'let', 'get', 'many', 'people', 'possible', 'vaccinated', 'finally', 'end', 'pandemic', 'httpstcofngsx', '']",0.275,0.72,Positive
379,"RT @WomensCaucusNYC: The pandemic has hit everyone, but Latinas especially hard. Close to 6 in 10 (57%) of Latinx households experienced lo…",0,2021-10-22 21:39:52+00:00,7,"['rt', 'womenscaucusnyc', 'pandemic', 'hit', 'everyone', 'latinas', 'especially', 'hard', 'close', 'latinx', 'household', 'experienced', 'lo', '']",0.10833333333333334,0.95,Positive
380,U.S. Army Failed to Warn Troops About COVID-19 Disinformation https://t.co/yKLx5sktC6,0,2021-10-22 21:39:50+00:00,0,"['u', 'army', 'failed', 'warn', 'troop', 'covid', 'disinformation', 'httpstcoyklxsktc']",-0.5,0.3,Negative
381,"RT @duty2warn: Chad Bianco, sheriff of Riverside County who railed against COVID-19 restrictions has been revealed as a member of the Oath…",0,2021-10-22 21:39:49+00:00,1016,"['rt', 'dutywarn', 'chad', 'bianco', 'sheriff', 'riverside', 'county', 'railed', 'covid', 'restriction', 'revealed', 'member', 'oath', '']",0.0,0.0,Neutral
382,"RT @cyrusshahpar46: Friday just in: +952K doses reported admin over yest total, including 276K newly vaccinated and 430K add'l doses/booste…",0,2021-10-22 21:39:49+00:00,106,"['rt', 'cyrusshahpar', 'friday', 'k', 'dos', 'reported', 'admin', 'yest', 'total', 'including', 'k', 'newly', 'vaccinated', 'k', 'addl', 'dosesbooste', '']",0.06818181818181818,0.6022727272727273,Positive
383,"RT @SkyNews: A mutation of COVID-19 has been designated a ""variant under investigation"" by the UK Health Security Agency (UKHSA), after it…",0,2021-10-22 21:39:49+00:00,86,"['rt', 'skynews', 'mutation', 'covid', 'designated', 'variant', 'investigation', 'uk', 'health', 'security', 'agency', 'ukhsa', '']",0.0,0.0,Neutral
384,"RT @AdamHoge: Jimmy Graham is going on the reserve/COVID-19 list, per Matt Nagy. #Bears",0,2021-10-22 21:39:48+00:00,19,"['rt', 'adamhoge', 'jimmy', 'graham', 'going', 'reservecovid', 'list', 'per', 'matt', 'nagy', 'bear']",0.0,0.0,Neutral
385,"RT @FOX5Vegas: IN-N-OUT FINED: “We refuse to become the vaccination police for any government,” In-N-Out's chief legal and business officer…",0,2021-10-22 21:39:47+00:00,3,"['rt', 'foxvegas', 'innout', 'fined', 'refuse', 'become', 'vaccination', 'police', 'government', 'innouts', 'chief', 'legal', 'business', 'officer', '']",0.2,0.2,Positive
386,"RT @DrZoeHyde: COVID-19 can cause brain damage.

I wouldn’t be at all surprised if we see an increased number of adults developing vascular…",0,2021-10-22 21:39:45+00:00,683,"['rt', 'drzoehyde', 'covid', 'cause', 'brain', 'damage', 'surprised', 'see', 'increased', 'number', 'adult', 'developing', 'vascular', '']",0.1,0.9,Positive
387,"So many have been affected by COVID-19 over the past 18 months. Your purchase of tickets for the Great Bend Bazaar Raffle helps the Dominican Sisters of Peace offer food, shelter and financial assistance to our neighbors across the nation. 
https://t.co/u0QjDsm5fN https://t.co/4B00KpGvxo",0,2021-10-22 21:39:45+00:00,0,"['many', 'affected', 'covid', 'past', 'month', 'purchase', 'ticket', 'great', 'bend', 'bazaar', 'raffle', 'help', 'dominican', 'sister', 'peace', 'offer', 'food', 'shelter', 'financial', 'assistance', 'neighbor', 'across', 'nation', 'httpstcouqjdsmfn', 'httpstcobkpgvxo']",0.2625,0.375,Positive
388,RT @Reuters: U.S. urges all WTO members to support intellectual property waiver for COVID-19 vaccines https://t.co/IebEQZbGlC https://t.co/…,0,2021-10-22 21:39:45+00:00,22,"['rt', 'reuters', 'u', 'urge', 'wto', 'member', 'support', 'intellectual', 'property', 'waiver', 'covid', 'vaccine', 'httpstcoiebeqzbglc', 'httpstco', '']",0.3,0.4,Positive
389,Oppose Gov. DeSantis’ special legislative session attacking COVID-19 protections. Send a letter to your state legislators: https://t.co/RABPGX29OC,0,2021-10-22 21:39:45+00:00,0,"['oppose', 'gov', 'desantis', 'special', 'legislative', 'session', 'attacking', 'covid', 'protection', 'send', 'letter', 'state', 'legislator', 'httpstcorabpgxoc']",0.35714285714285715,0.5714285714285714,Positive
390,"RT @classicjesse: @POTUS 7.7 million****
Overall, the number of unemployed is at 7.7 million. 3 The number of unemployed is down, but COVID…",0,2021-10-22 21:39:45+00:00,1,"['rt', 'classicjesse', 'potus', 'million', 'overall', 'number', 'unemployed', 'million', 'number', 'unemployed', 'covid', '']",-0.07777777777777779,0.14444444444444446,Negative
391,So.. What about the curve - will it go flatter? https://t.co/pp0tha7RNl the gres test side efect of covid 19 is creativity... But only in music not some unbelievable conspiración theories ;),0,2021-10-22 21:39:44+00:00,0,"['curve', 'go', 'flatter', 'httpstcopptharnl', 'gres', 'test', 'side', 'efect', 'covid', 'creativity', 'music', 'unbelievable', 'conspiración', 'theory', '']",0.0,1.0,Neutral
392,RT @LeslynLewis: Never have Canadian children been used as shields for adults. Parents question vaccinating kids 5-12 without long-term dat…,0,2021-10-22 21:39:43+00:00,869,"['rt', 'leslynlewis', 'never', 'canadian', 'child', 'used', 'shield', 'adult', 'parent', 'question', 'vaccinating', 'kid', 'without', 'longterm', 'dat', '']",0.0,0.0,Neutral
393,"Headlines like, “Schools Awash with Covid-19 Relief Funds” piss me off. Schools are not awash with funds anymore than you’re awash with funds when the insurance company cuts you a check after a car wreck.",0,2021-10-22 21:39:43+00:00,0,"['headline', 'like', 'school', 'awash', 'covid', 'relief', 'fund', 'piss', 'school', 'awash', 'fund', 'anymore', 'awash', 'fund', 'insurance', 'company', 'cut', 'check', 'car', 'wreck']",0.0,0.0,Neutral
394,"RT @no_filter_Yamba: Someone should remind an arrogant @Dom_Perrottet Government &amp; a passive @NSWHealth that, fully vaccinated or not, it i…",0,2021-10-22 21:39:43+00:00,14,"['rt', 'nofilteryamba', 'someone', 'remind', 'arrogant', 'domperrottet', 'government', 'amp', 'passive', 'nswhealth', 'fully', 'vaccinated', '']",0.0,0.0,Neutral
395,"RT @latimes: California’s job growth slowed last month, and its unemployment rate remained high as the state, still pummeled by the COVID-1…",0,2021-10-22 21:39:42+00:00,2,"['rt', 'latimes', 'california', 'job', 'growth', 'slowed', 'last', 'month', 'unemployment', 'rate', 'remained', 'high', 'state', 'still', 'pummeled', 'covid', '']",0.08,0.3033333333333333,Positive
396,"RT @FoxNews: Pfizer says its COVID-19 vaccine more than 90% effective in kids

https://t.co/3zlFeBfInA",0,2021-10-22 21:39:41+00:00,53,"['rt', 'foxnews', 'pfizer', 'say', 'covid', 'vaccine', 'effective', 'kid', 'httpstcozlfebfina']",0.55,0.65,Positive
397,"@thom____ass @kiwismitho7 @jefkay @DaveDogNZ @JordNZ Not if they actually take their Hippocrates oath seriously of first do no harm. And, if they have a conscience re what they are seeing in adverse reactions.
https://t.co/6GCNJl4LX6",0,2021-10-22 21:39:40+00:00,0,"['thomas', 'kiwismitho', 'jefkay', 'davedognz', 'jordnz', 'actually', 'take', 'hippocrates', 'oath', 'seriously', 'first', 'harm', 'conscience', 'seeing', 'adverse', 'reaction', 'httpstcogcnjllx']",0.125,0.21666666666666667,Positive
398,"RT @cnnbrk: GOP Rep. Glenn Thompson, who is vaccinated, tests positive for Covid-19 
https://t.co/9cgEkaAmyo",0,2021-10-22 21:39:40+00:00,64,"['rt', 'cnnbrk', 'gop', 'rep', 'glenn', 'thompson', 'vaccinated', 'test', 'positive', 'covid', 'httpstcocgekaamyo']",0.22727272727272727,0.5454545454545454,Positive
399,"RT @CGTNOfficial: New data from the World Health Organization (WHO) estimates that somewhere between 80,000 and 180,000 #healthcare workers…",0,2021-10-22 21:39:40+00:00,12,"['rt', 'cgtnofficial', 'new', 'data', 'world', 'health', 'organization', 'estimate', 'somewhere', 'healthcare', 'worker', '']",0.13636363636363635,0.45454545454545453,Positive
400,@ValuesXtian @SykesCharlie @santiagomayer_ I genuinely know of nobody or have read on this platform any kind of triumphalism over covid 19 deaths based on which side is dying. I have heard anger and dismay but no one being triumphant.,0,2021-10-22 21:39:40+00:00,0,"['valuesxtian', 'sykescharlie', 'santiagomayer', 'genuinely', 'know', 'nobody', 'read', 'platform', 'kind', 'triumphalism', 'covid', 'death', 'based', 'side', 'dying', 'heard', 'anger', 'dismay', 'one', 'triumphant']",0.10000000000000002,0.5333333333333333,Positive
401,"RT @TheYoungTurks: Coming up on #tytlive:

Conservative host @RealCandaceO calls for the US to invade Australia to free people from “tyrann…",0,2021-10-22 21:39:39+00:00,3,"['rt', 'theyoungturks', 'coming', 'tytlive', 'conservative', 'host', 'realcandaceo', 'call', 'u', 'invade', 'australia', 'free', 'people', 'tyrann', '']",0.4,0.8,Positive
402,"RT @hamiltonchamber: Today, the Ontario gov. announced a gradual approach to lifting all measures, including the provincial requirement for…",0,2021-10-22 21:39:38+00:00,1,"['rt', 'hamiltonchamber', 'today', 'ontario', 'gov', 'announced', 'gradual', 'approach', 'lifting', 'measure', 'including', 'provincial', 'requirement', '']",0.0,0.0,Neutral
403,"RT @globalhlthtwit: Last week 1 in 12 children were infected with COVID-19. Hundreds of thousands. So far 96 children have died, 500 hospit…",0,2021-10-22 21:39:38+00:00,443,"['rt', 'globalhlthtwit', 'last', 'week', 'child', 'infected', 'covid', 'hundred', 'thousand', 'far', 'child', 'died', 'hospit', '']",0.05,0.5333333333333333,Positive
404,RT @RepLeeZeldin: One of the best ways to prevent a pandemic/epidemic is early detection. While the CCP have been desperately covering up t…,0,2021-10-22 21:39:37+00:00,51,"['rt', 'repleezeldin', 'one', 'best', 'way', 'prevent', 'pandemicepidemic', 'early', 'detection', 'ccp', 'desperately', 'covering', '']",0.1666666666666667,0.5333333333333333,Positive
405,RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:39:36+00:00,687,"['rt', 'repthomasmassie', 'goalpost', 'moving', 'first', 'changed', 'definition', 'vaccine', 'changing', 'definition', 'full', '']",0.25,0.3333333333333333,Positive
406,"RT @GandBLawyers: Singapore with one of the highest vaccination rates in the world, seeing spiralling deaths and covid-19 out of control. B…",0,2021-10-22 21:39:36+00:00,56,"['rt', 'gandblawyers', 'singapore', 'one', 'highest', 'vaccination', 'rate', 'world', 'seeing', 'spiralling', 'death', 'covid', 'control', 'b', '']",0.0,0.0,Neutral
407,"State Offers Guidance for COVID-19 Booster Shots
https://t.co/uuGhyF4wgC https://t.co/CkKlf9v3ob",0,2021-10-22 21:39:36+00:00,0,"['state', 'offer', 'guidance', 'covid', 'booster', 'shot', 'httpstcouughyfwgc', 'httpstcockklfvob']",0.1,0.0,Positive
408,"RT @KevzPolitics: #BREAKING - Barbados records a record 427 new COVID-19 cases out of 2,555 tests - taking tally to 14,753 (4,534 active*)…",0,2021-10-22 21:39:36+00:00,44,"['rt', 'kevzpolitics', 'breaking', 'barbados', 'record', 'record', 'new', 'covid', 'case', 'test', 'taking', 'tally', 'active', '']",0.13636363636363635,0.45454545454545453,Positive
409,RT @bouldercohealth: Booster doses of the Moderna and Johnson &amp; Johnson (Janssen) COVID-19 vaccine for people at higher risk for COVID-19 h…,0,2021-10-22 21:39:35+00:00,2,"['rt', 'bouldercohealth', 'booster', 'dos', 'moderna', 'johnson', 'amp', 'johnson', 'janssen', 'covid', 'vaccine', 'people', 'higher', 'risk', 'covid', 'h', '']",0.25,0.5,Positive
410,Next they will decide all dogs and cats need vaccinating against the Covid-19 #WuhanLabLeak #WuhanDanceVirus https://t.co/tONoyKtaFe,0,2021-10-22 21:39:34+00:00,0,"['next', 'decide', 'dog', 'cat', 'need', 'vaccinating', 'covid', 'wuhanlableak', 'wuhandancevirus', 'httpstcotonoyktafe']",0.0,0.0,Neutral
411,COVID-19 outbreak declared at Lethbridge Correctional Centre https://t.co/dYOxOrOkhO,1,2021-10-22 21:39:33+00:00,1,"['covid', 'outbreak', 'declared', 'lethbridge', 'correctional', 'centre', 'httpstcodyoxorokho']",0.0,0.0,Neutral
412,RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:39:33+00:00,687,"['rt', 'repthomasmassie', 'goalpost', 'moving', 'first', 'changed', 'definition', 'vaccine', 'changing', 'definition', 'full', '']",0.25,0.3333333333333333,Positive
413,"""Experts say masks are safe and effective in preventing spread of COVID-19""  https://t.co/gSU7iH8CXB",0,2021-10-22 21:39:32+00:00,0,"['expert', 'say', 'mask', 'safe', 'effective', 'preventing', 'spread', 'covid', 'httpstcogsuihcxb']",0.55,0.65,Positive
414,RT @HannahD15: News from @LukeCostin at @AAPNewswire: there'll be an independent inquiry into Parklea prison's handling of its COVID outbre…,0,2021-10-22 21:39:31+00:00,3,"['rt', 'hannahd', 'news', 'lukecostin', 'aapnewswire', 'therell', 'independent', 'inquiry', 'parklea', 'prison', 'handling', 'covid', 'outbre', '']",0.0,0.125,Neutral
415,"RT @SenatorBiaggi: Yesterday evening, I tested positive for COVID-19. While I am fully vaccinated and have taken all CDC recommended safety…",0,2021-10-22 21:39:31+00:00,35,"['rt', 'senatorbiaggi', 'yesterday', 'evening', 'tested', 'positive', 'covid', 'fully', 'vaccinated', 'taken', 'cdc', 'recommended', 'safety', '']",0.22727272727272727,0.5454545454545454,Positive
416,"Any day now…are you awake yet?

https://t.co/0HWUo7NHFJ",0,2021-10-22 21:39:31+00:00,0,"['day', 'awake', 'yet', 'httpstcohwuonhfj']",0.0,0.0,Neutral
