tweets,likes,time,retweets
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:39:36+00:00,687
"RT @GandBLawyers: Singapore with one of the highest vaccination rates in the world, seeing spiralling deaths and covid-19 out of control. B…",0,2021-10-22 21:39:36+00:00,56
"State Offers Guidance for COVID-19 Booster Shots
https://t.co/uuGhyF4wgC https://t.co/CkKlf9v3ob",0,2021-10-22 21:39:36+00:00,0
"RT @KevzPolitics: #BREAKING - Barbados records a record 427 new COVID-19 cases out of 2,555 tests - taking tally to 14,753 (4,534 active*)…",0,2021-10-22 21:39:36+00:00,44
RT @bouldercohealth: Booster doses of the Moderna and Johnson &amp; Johnson (Janssen) COVID-19 vaccine for people at higher risk for COVID-19 h…,0,2021-10-22 21:39:35+00:00,2
Next they will decide all dogs and cats need vaccinating against the Covid-19 #WuhanLabLeak #WuhanDanceVirus https://t.co/tONoyKtaFe,0,2021-10-22 21:39:34+00:00,0
COVID-19 outbreak declared at Lethbridge Correctional Centre https://t.co/dYOxOrOkhO,1,2021-10-22 21:39:33+00:00,1
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:39:33+00:00,687
"""Experts say masks are safe and effective in preventing spread of COVID-19""  https://t.co/gSU7iH8CXB",0,2021-10-22 21:39:32+00:00,0
RT @HannahD15: News from @LukeCostin at @AAPNewswire: there'll be an independent inquiry into Parklea prison's handling of its COVID outbre…,0,2021-10-22 21:39:31+00:00,3
"RT @SenatorBiaggi: Yesterday evening, I tested positive for COVID-19. While I am fully vaccinated and have taken all CDC recommended safety…",0,2021-10-22 21:39:31+00:00,35
"Any day now…are you awake yet?

https://t.co/0HWUo7NHFJ",0,2021-10-22 21:39:31+00:00,0
"Wagga MP Joe McGirr says the city has been put at greater risk of a COVID-19 outbreak due to ""grossly distorted"" vaccine misinformation being sent to mobile phones and mailboxes. https://t.co/ljLK87bi4u via @DailyAdvertiser",0,2021-10-22 21:39:31+00:00,0
"In March 2020, #Bayern stars #Kimmich and #Goretzka launched #WeKickCorona, an initiative that raised $7M to combat #covid19. Both donated $600,000 and were joined by athletes like Dennis #Schroder and Alex #Zverev. Today's news by BILD come as a shock. https://t.co/8QesNMOwQU",0,2021-10-22 21:39:29+00:00,0
RT @DrSyedHaider: After treating 4000 COVID-19 patients with no deaths: I prescribed the FLCCC protocol for an elderly man with Acute COVID…,0,2021-10-22 21:39:27+00:00,68
"@RonFilipkowski “If you don’t let children exercise their constitutionally protected right to spread Covid19 during a pandemic which has killed 700,000 in the USA alone, I will call the militia with the big scary guns to protect their right to spread Covid 19.” That’s essentially what she said.",0,2021-10-22 21:39:27+00:00,0
@obisingledigit Like even as you’re vaccinated you need to do a Covid-19 test to travel,0,2021-10-22 21:39:27+00:00,0
"@BootsHelp A week later and I have another covid test, but no way to register. A week to respond. 
#Covid_19",0,2021-10-22 21:39:27+00:00,0
"RT @ZubyMusic: Is anybody aware of a single otherwise healthy child, anywhere in the world who died directly as a result of Covid-19 over t…",0,2021-10-22 21:39:26+00:00,478
"RT @ZubyMusic: Is anybody aware of a single otherwise healthy child, anywhere in the world who died directly as a result of Covid-19 over t…",0,2021-10-22 21:39:25+00:00,478
"RT @MrsNigel: When asked to clarify his assertion that Covid-19 is only transmitted between strangers, Jacob Rees-Mogg reclined to answer.…",0,2021-10-22 21:39:23+00:00,62
RT @FlaDems: “DeSantis is following the authoritarian playbook by using the state’s legislative body to intervene on how businesses cope wi…,0,2021-10-22 21:39:23+00:00,3
"RT @OrangeCoFL: COVID-19 Vaccine Schedule:
✅ Oct. 23: Camden North Quarter
(777 North Orange Ave)
✅ Oct. 23: Lake Heiniger Estates
(2367 Pi…",0,2021-10-22 21:39:23+00:00,12
"RT @KagutaMuseveni: I have flagged off 282 pickup trucks for COVID-19 surveillance across the country. These are your cars, bought with the…",0,2021-10-22 21:39:22+00:00,286
"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:39:21+00:00,369
RT @LeslynLewis: Never have Canadian children been used as shields for adults. Parents question vaccinating kids 5-12 without long-term dat…,0,2021-10-22 21:39:21+00:00,869
"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:39:21+00:00,93
"@MoiraWelsh @TorontoStar NEW RELIGION IN ORDER FROM GOD-NEW WORLD ORDER- Planners under the United Nation-it is now in the process of implementation-eliminate all legacy of -previous religions, government; Covid-19, might not go away and will play a major role.",0,2021-10-22 21:39:20+00:00,0
"RT @nickmangwana: “Not even a single teacher or pupil at the school is positive to COVID-19”
https://t.co/TJPJ0j9zU8",0,2021-10-22 21:39:19+00:00,6
"Opening up: Covid-19 cases could still reach 750,000 https://t.co/jz4Udwr2V2",0,2021-10-22 21:39:19+00:00,0
RT @UgandaCAA: The President of Uganda H.E Yoweri  Kaguta Museveni has this evening officially launched  the Covid 19 PCR mandatory testing…,0,2021-10-22 21:39:18+00:00,2
"RT @jpkiekens: Marc Wathelet, PhD, in this letter to the Belgian health minister, questions the official response to COVID-19, including th…",0,2021-10-22 21:39:17+00:00,15
"RT @EricTopol: In over 2200 children ages 5-11, a placebo-controlled trial of a dose of 10 μg, 1/3 of adults, showed 90.7% efficacy of Pfiz…",0,2021-10-22 21:39:17+00:00,170
"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:39:17+00:00,3545
RT @robertbenzie: BREAKING: Durham MPP Lindsey Park has resigned from the @OntarioPCParty caucus. @lparkpc accuses Tories of issuing a “fal…,0,2021-10-22 21:39:17+00:00,35
"RT @lanioataway: 4 new cases of COVID-19 in Tamworth: 2 in Tamworth, 1 in East Tamworth, 1 in Oxley Vale.",0,2021-10-22 21:39:16+00:00,1
RT @browardpolitics: State Sen. ⁦@ShevrinJones⁩ on ⁦@GovRonDeSantis⁩ calling special session of Florida Legislature to ban COVID-19 vaccine…,0,2021-10-22 21:39:15+00:00,107
"RT @Mar_shallLaw: Bolsonaro charged with mass murder for #Covid_19 policies. Et tu Trump? Biden? Modi? Boris?

#CovidIsNotOver #Delta kills…",0,2021-10-22 21:39:15+00:00,1
"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:39:14+00:00,93
"RT @Sask_NDP: Exactly, well said Mr. Lewis. ⬇️

""The [government's] position is, if we put in stronger measures, it penalizes people who ar…",0,2021-10-22 21:39:14+00:00,13
"RT @msdh: Today MSDH is reporting 389 more cases of COVID-19 in Mississippi, 13 deaths, and 29 ongoing outbreaks in long-term care faciliti…",0,2021-10-22 21:39:13+00:00,23
RT @thehill: ESPN reporter who left due to COVID-19 vaccin mandate signs with conservative news site The Daily Wire https://t.co/dAlc61HyqU…,0,2021-10-22 21:39:10+00:00,101
RT @LeslynLewis: Never have Canadian children been used as shields for adults. Parents question vaccinating kids 5-12 without long-term dat…,0,2021-10-22 21:39:08+00:00,869
"RT @ZubyMusic: Is anybody aware of a single otherwise healthy child, anywhere in the world who died directly as a result of Covid-19 over t…",0,2021-10-22 21:39:08+00:00,478
"RT @UWMedicine: COVID-19 has your attention, but the #flu is also a serious illness. Protect yourself and those you love by getting a #flus…",0,2021-10-22 21:39:07+00:00,3
"RT @awong37: GOOD: Saskatchewan to fly more COVID+ ICU pts to Ontario. This WILL help our ICUs. 

BAD: #SK HAS NO basic public health measu…",0,2021-10-22 21:39:07+00:00,28
RT @LeslynLewis: Never have Canadian children been used as shields for adults. Parents question vaccinating kids 5-12 without long-term dat…,0,2021-10-22 21:39:07+00:00,869
"RT @thinktankSK: During today's COVID-19 briefing by the province, the 12 deaths were not mentioned, only new cases, hospitalizations and v…",0,2021-10-22 21:39:06+00:00,16
FAQ Friday snapshot #2!! More info on our efforts to have a safe #UCEA21 https://t.co/eG2e54nypF @Billblack33647 @lopezgr88 @DrDeMatt @DrAjWelton @CarolAMullen2 @ShelbyCosner @Profe_Rodriguez @sarahlouwou @alchto3 @Wheres_MyEraser @MindingMariama @DivA_EdLead @CPEDEdD @icpel https://t.co/ACn3dSxCyJ,0,2021-10-22 21:39:06+00:00,0
CDC expands eligibility for COVID-19 vaccine booster shot  https://t.co/MFUaDHdGvI,0,2021-10-22 21:39:06+00:00,0
RT @CurtisHebert: Canadian govt has joined in with Australia and now using Soviet style suppression of free speech. Who would have ever bel…,0,2021-10-22 21:39:05+00:00,159
"@hazydav @RepMattGaetz …       Not someone, something. It goes by COVID-19. The only way it can be stopped is by vaccine and 😷.",1,2021-10-22 21:39:05+00:00,1
"RT @JordanSchachtel: As of 10/21/21 end of day:

Vax Pass New York, which has heavy restrictions in place, has reported 17,834 COVID-19 cas…",0,2021-10-22 21:39:05+00:00,1170
"RT @Reuters: Walmart, Walgreens U.S. stores roll out Moderna, J&amp;J COVID-19 booster shots https://t.co/5EDdl5j5e0 https://t.co/dPNZdSb2Kj",0,2021-10-22 21:39:05+00:00,22
"RT @DMHospitalGroup: #CitywestVaccinationCentre is open for dose 1 and dose 2 walk-in #COVIDVaccination this bank holiday weekend 

Saturda…",0,2021-10-22 21:39:05+00:00,7
"Following a months long surge driven by the delta variant, new daily cases of COVID-19 are falling once again in the United States. Stil ... https://t.co/59fZKmOwwD",0,2021-10-22 21:39:04+00:00,0
"RT @CEJRyanMcMahon: .@OnondagaCounty Covid 19 update 151 new cases.  25% HH contacts, 9% Travel, 44% under 29 years old. Active cases 1290,…",0,2021-10-22 21:39:04+00:00,3
"“We asked experts to help us decode the contents.” #COVID19 

What are the ingredients of Pfizer’s covid-19 vaccine? – MIT Technology Review https://t.co/QRu4MZTWnh https://t.co/v6POpjNdUL",0,2021-10-22 21:39:03+00:00,0
"RT @RWMaloneMD: This is just sick.  And heartbreaking, both literally and figuratively. This must stop.

""White House Details Plan To ""Quic…",0,2021-10-22 21:39:02+00:00,13061
https://t.co/D3pPl6jcYu  Gwyneth Paltrow has barely drunk alcohol since being diagnosed with COVID-19. https://t.co/fx5GbNIUp1 https://t.co/wuIKr6N6GR,0,2021-10-22 21:39:02+00:00,0
"In his resignation letter, Dr. Lance Frye said it was time to move on as the state moves into an endemic phase of the COVID-19 response, via @pmonies. https://t.co/gtS4ppblVB",0,2021-10-22 21:39:02+00:00,0
Washington State's football coach was fired from his $3.2 million job after refusing to get a COVID-19 vaccine https://t.co/5cN3p4IJad,0,2021-10-22 21:39:02+00:00,0
@Morallygreyhore Covid 19 x reader fanfics mayhaps 🤔🤔😛😛😛,0,2021-10-22 21:39:02+00:00,0
"RT @SatPaper: Today's front page: ""Opening up: Covid-19 cases could still reach 750,000"". https://t.co/vyyUKcrXn3 https://t.co/Gmp3HjwzSn",0,2021-10-22 21:39:02+00:00,5
"RT @electMikeHarvey: My name is Mike Harvey. This year DeSantis limited our right to protest, our right to vote, and mismanaged the COVID-1…",0,2021-10-22 21:39:01+00:00,4159
RT @SandipGhose: There may be a 3rd mutant of #Covid_19 that #ICMR should investigate. It is afflicting those who see nothing to celebrate…,0,2021-10-22 21:39:01+00:00,113
"RT @CheyneJoness: COVID-19 OUTBREAK AT PSYCHIATRIC HOSPITAL! 

There has been another outbreak at the Psychiatric Hospital. 
63 cases were…",0,2021-10-22 21:39:00+00:00,8
"Native Americans have contracted COVID-19 at two to three times the rate of white Minnesotans over the past month, according to state health officials. https://t.co/9IfMkrDxT0",0,2021-10-22 21:39:00+00:00,0
System Of A Down's Serj Tankian Tests Positive For COVID-19 https://t.co/0WHd7hvqUI,0,2021-10-22 21:38:59+00:00,0
@US_FDA @who @nih @CDCgov @KUMedCenter @MayoClinic @ClevelandClinic @KHNews @usarmy @usnavy @usmc @usairforce @us_navyseals @twitter @TuckerCarlson BOMBSHELL AS 100 TOP NUCLEAR SCIENTISTS WILL BE FIRED FOR REFUSING COVID VACCINES:Los Alamos Lab Protests.. https://t.co/4UiCaPZcZF,0,2021-10-22 21:38:59+00:00,0
"RT @SatPaper: Today's front page: ""Opening up: Covid-19 cases could still reach 750,000"". https://t.co/vyyUKcrXn3 https://t.co/Gmp3HjwzSn",0,2021-10-22 21:38:58+00:00,5
"RT @duty2warn: Chad Bianco, sheriff of Riverside County who railed against COVID-19 restrictions has been revealed as a member of the Oath…",0,2021-10-22 21:38:58+00:00,1016
Draft report accuses Bolsonaro of crimes against humanity for reckless COVID-19 policy https://t.co/3hK1UosGB8,0,2021-10-22 21:38:58+00:00,0
"RT @RolandBakerIII: JAMA: Assessment of Cognitive Function in Patients After COVID-19 Infection
https://t.co/zkrbnoriub",0,2021-10-22 21:38:57+00:00,9
"RT @DrZoeHyde: COVID-19 can cause brain damage.

I wouldn’t be at all surprised if we see an increased number of adults developing vascular…",0,2021-10-22 21:38:57+00:00,683
"RT @CBCSask: COVID-19 in Sask.: As ICU numbers spike, province sees 3rd-deadliest day of pandemic https://t.co/cKy6FLa7rY",0,2021-10-22 21:38:57+00:00,3
"RT @globalhlthtwit: Last week 1 in 12 children were infected with COVID-19. Hundreds of thousands. So far 96 children have died, 500 hospit…",0,2021-10-22 21:38:56+00:00,443
"RT @threadreaderapp: @JDignum Saluti, here is your unroll: As of Oct 9, 2021 COVID-19 vaccinations have saved ~432,600 lives in… https://t.…",0,2021-10-22 21:38:56+00:00,1
Saskatoon hospital so full of COVID-19 patients it moved some into laundry room: doctor https://t.co/9g0ThZKdic,3,2021-10-22 21:38:56+00:00,3
"RT @SenKatyG: The Morrison Government wants us to forget that they had doubled the debt to historic highs BEFORE #COVID19
 
End Sept 2013 g…",0,2021-10-22 21:38:55+00:00,283
"RT @PurpleWorksSEIU: As we look for ways to safely share our collective grief, frustration over the gross mismanagement of the COVID-19 pan…",0,2021-10-22 21:38:55+00:00,18
@RonFilipkowski @RealCandaceO is legitimate a Contender for White Supremacist Covid 19 Disease.,0,2021-10-22 21:38:55+00:00,0
"For 8 months if that 🤣

Pfizer says COVID-19 vaccine more than 90 per cent effective in kids https://t.co/B8EhpvWPML via @CTVNews",0,2021-10-22 21:38:52+00:00,0
"RT @KeInfoshop: Media praises Navajo Nation for nearly 100% vaccination rate then say we were “clobbered” by covid-19, failing to mention t…",0,2021-10-22 21:38:52+00:00,1
RT @KPNorthwest: Heartfelt thanks to our therapy dog team Wayne &amp; Bentley for helping patients @KPNorthwest hospitals in Oregon since the C…,0,2021-10-22 21:38:52+00:00,9
"RT @duty2warn: Chad Bianco, sheriff of Riverside County who railed against COVID-19 restrictions has been revealed as a member of the Oath…",0,2021-10-22 21:38:51+00:00,1016
"@FergalOBrien_ @FergalBowers @rtenews Covid 19, just one more thing you can catch at Coppers!",2,2021-10-22 21:38:51+00:00,0
RT @StLCountyDOH: Flu season is upon us and flu vaccines are essential in keeping the community safe amid the COVID-19 pandemic. At this ti…,0,2021-10-22 21:38:51+00:00,3
"🎃Halloween Collection🎃
•V The Vampire 
•Hermione 
•The Earth Trapped By #Covid_19 
•Maleficent 
All available on @hicetnunc2000 
Check in here: https://t.co/7nW2h9uEpU

#Halloween #hicetnunc2000 #NFTs #NFTsales https://t.co/gT5mt3U5Gz",0,2021-10-22 21:38:50+00:00,0
Certain populations in Kansas and Missouri may soon get their COVID-19 booster shot under new guidance from the CDC. Here's who can get the shot: https://t.co/1Gz7o7UYnB,1,2021-10-22 21:38:50+00:00,0
"RT @UNDP: Wildlife-based #tourism has been devastated by COVID-19. In #Mongolia, see how the #SnowLeopard Conservation Foundation is suppor…",0,2021-10-22 21:38:50+00:00,30
RT @mdnij34: Illinois school districts plan COVID-19 clinics as they await arrival of Pfizer vaccine for kids 5 to 11 https://t.co/pRs1Hin2…,0,2021-10-22 21:38:49+00:00,2
"RT @GeneralBrnovich: Today, our office expanded our lawsuit to stop the Biden Administration’s unconstitutional COVID-19 vaccine mandate. W…",0,2021-10-22 21:38:49+00:00,250
COVID-19 booster shots are now available to more Rhode Islanders. https://t.co/iikUsXVSBj,0,2021-10-22 21:38:49+00:00,0
"RT @DrZoeHyde: COVID-19 can cause brain damage.

I wouldn’t be at all surprised if we see an increased number of adults developing vascular…",0,2021-10-22 21:38:49+00:00,683
Germany have experienced spike in Covid-19 infections,0,2021-10-22 21:38:47+00:00,0
RT @Refugees: Including refugees in national vaccination plans is key to ensuring we protect as many people as possible and finally end the…,0,2021-10-22 21:38:47+00:00,30
RT @aino_kivela: ”A paradigm shift is needed toward a new ventilation standard accounting for managing infection risk. This goal should als…,0,2021-10-22 21:38:46+00:00,1
"Covid 19 Delta outbreak: How Whanganui Hospital would respond to virus, via @nzherald https://t.co/ybKWkPW8r8",0,2021-10-22 21:38:46+00:00,0
RT @DoctorOntario: People with allergic reaction to COVID-19 vaccine can still get second dose. ARE YOU PAYING ATTENTION YET???? https://t.…,0,2021-10-22 21:38:46+00:00,69
"RT @JujuliaGrace: There were over 50,000 cases of COVID-19 in the UK yesterday. 

Hospitalisations and deaths continue to rise. And our gov…",0,2021-10-22 21:38:45+00:00,1549
"RT @OccupyDemocrats: BREAKING: Popular California burger chain In-N-Out exposed for donating $40,000 to the Republican Party during the fai…",0,2021-10-22 21:38:44+00:00,5509
RT @bannerite: Unvaccinated are hosts to #Covid_19 virus and allow it to mutate! They are a serious threat to the rest of us! #GetVaccinate…,0,2021-10-22 21:38:44+00:00,6
"RT @OREAinfo: This afternoon the Government of Ontario released its ""A Plan to Safely Reopen Ontario and Manage COVID-19 for the Long-Term""…",0,2021-10-22 21:38:42+00:00,1
"Pentagon releases punishments for civilian staff who refuse COVID-19 vaccine:
https://t.co/YjfcoY7KjA",0,2021-10-22 21:38:42+00:00,0
RT @MOA_UBC: Doctors in Brussels are prescribing museum visits to their patients who are struggling with stress due to the Covid-19 pandemi…,0,2021-10-22 21:38:42+00:00,5
"RT @jhillmd: Zombification:

Covid reduces brain “gray matter in the frontal and temporal lobes [and impairs] performance on cognitive task…",0,2021-10-22 21:38:41+00:00,6
7 Day Confirmed Covid Cases per 1K Population by County For HI   2021-10-19:  Covid data insights from our data scientists and USAFacts #dataanalysis #datascience #dataanalytics #datavisualizations #covid19 #coronavirus #covid_19 https://t.co/S2hhEzj84G,0,2021-10-22 21:38:41+00:00,0
"“There is no increased risk for mortality among COVID-19 vaccine recipients. This finding reinforces the safety profile of currently approved COVID-19 vaccines in the United States.”

#VaccinesWork #GetVaccinated https://t.co/9cWPW4PzI4",2,2021-10-22 21:38:41+00:00,0
"Congressman Thompson on Friday afternoon began experiencing **cold-like symptoms** and was promptly tested for COVID-19,"" reads the statement, which was shared to Twitter. 

(Of course he was experiencing those symptoms, bc...coronavirus) https://t.co/A6bPJHUEZt",0,2021-10-22 21:38:41+00:00,0
"RT @JujuliaGrace: There were over 50,000 cases of COVID-19 in the UK yesterday. 

Hospitalisations and deaths continue to rise. And our gov…",0,2021-10-22 21:38:41+00:00,1549
"Modena vax banned in Scandinavia for under 30s, yet EUA approved in the US for 5-12 year olds.  Come to your own conclusion as to why. #Covid_19 https://t.co/SMpkxk5gIz",0,2021-10-22 21:38:40+00:00,0
"@JDignum Saluti, here is your unroll: As of Oct 9, 2021 COVID-19 vaccinations have saved ~432,600 lives in… https://t.co/xABvVSg4CY Have a good day. 🤖",2,2021-10-22 21:38:40+00:00,1
"They recalled batches, millions of vials but Moderna never really explakned how they will guarantee that this never repeats elsewhere.

Moderna to recall COVID-19 doses in Japan after stainless steel contaminants found https://t.co/n4GaeKQPaB",0,2021-10-22 21:38:39+00:00,0
RT @CDCgov: New study looking at millions of vaccinated &amp; unvaccinated people found no increased risk of death among #COVID19 vaccine recip…,0,2021-10-22 21:38:37+00:00,141
"RT @dawamaue: My turn 💔😭
I lost a dear mom to Covid-19 today.
She has been struggling with it at the Covid-19 centre...she finally succumbe…",0,2021-10-22 21:38:37+00:00,5
RT @dawnindenmark: 19 refugees locked up in the hotel are covid positive that's almost 50% of the group there. If this was any other facili…,0,2021-10-22 21:38:36+00:00,233
"RT @RWMaloneMD: Badda boom coming.
I am so grateful for the leadership provided by ""Zerohedge"".  Strongly recommend that all of you follow…",0,2021-10-22 21:38:36+00:00,3028
@TheJester420 @philippapotts @BarryHa14007153 She has never heard of yellow papers for doctors reporting adverse reaction to Covid-19 shot,0,2021-10-22 21:38:36+00:00,0
"RT @monaghangaa: MONAGHAN - COVID-19 WALK-IN VACCINATION CLINIC💉
You can get a first or second dose of the vaccine at the walk-in clinic in…",0,2021-10-22 21:38:35+00:00,1
RT @DrSyedHaider: My experience using ivermectin and fluvoxamine in 4000 acute COVID-19 patients: 5 hospitalized. 0 dead. 4000 recovered. 5…,0,2021-10-22 21:38:34+00:00,16407
"RT @OccupyDemocrats: BREAKING: Popular California burger chain In-N-Out exposed for donating $40,000 to the Republican Party during the fai…",0,2021-10-22 21:38:33+00:00,5509
"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:38:33+00:00,94
"RT @sama: After 9/11 (3k US deaths), we got so much societal change and spent trillions of dollars.

After COVID-19 (700k+ US deaths), we s…",0,2021-10-22 21:38:32+00:00,77
"RT @SenatorBiaggi: Yesterday evening, I tested positive for COVID-19. While I am fully vaccinated and have taken all CDC recommended safety…",0,2021-10-22 21:38:31+00:00,35
UPDATE: Battling post-COVID-19 syndrome: 'I wouldn't wish this on anybody' https://t.co/0wt25LV513 https://t.co/r8FciojMmS,0,2021-10-22 21:38:30+00:00,0
UPDATE: Battling post-COVID-19 syndrome: 'I wouldn't wish this on anybody' https://t.co/xQbjTcxQZZ https://t.co/W05sgFSmKC,0,2021-10-22 21:38:29+00:00,0
"RT @DrEricDing: 5) Of 2,268 children in the trial, twice as many were given the vaccine as received a placebo. Sixteen children who receive…",0,2021-10-22 21:38:29+00:00,62
UPDATE: Battling post-COVID-19 syndrome: 'I wouldn't wish this on anybody' https://t.co/jQJAizCzwV https://t.co/DBYHCHKPv3,0,2021-10-22 21:38:29+00:00,0
"RT @brikeilarcnn: The virus that was studied in this research, per NIH, could not be the SARS virus that causes COVID-19 any more than Sen.…",0,2021-10-22 21:38:29+00:00,27
UPDATE: Battling post-COVID-19 syndrome: 'I wouldn't wish this on anybody' https://t.co/7jZ3kvW7LD https://t.co/Z9c01lyrmI,0,2021-10-22 21:38:29+00:00,0
UPDATE: Battling post-COVID-19 syndrome: 'I wouldn't wish this on anybody' https://t.co/xOW4FbMPSq https://t.co/tlyo9GJ9hV,0,2021-10-22 21:38:29+00:00,0
UPDATE: Battling post-COVID-19 syndrome: 'I wouldn't wish this on anybody' https://t.co/cNVDCHjezu https://t.co/XkJXDxsv8y,0,2021-10-22 21:38:29+00:00,0
UPDATE: Battling post-COVID-19 syndrome: 'I wouldn't wish this on anybody' https://t.co/ZEWAcyQjOC https://t.co/Qal9KB2Jl4,0,2021-10-22 21:38:29+00:00,0
UPDATE: Battling post-COVID-19 syndrome: 'I wouldn't wish this on anybody' https://t.co/5DPNaSZFnR https://t.co/KB5IzTvoOh,0,2021-10-22 21:38:29+00:00,0
"RT @ABC: There are different rules for different kinds of COVID-19 vaccine boosters. When is it your turn? @ABC News breaks it down.

https…",0,2021-10-22 21:38:29+00:00,37
UPDATE: Battling post-COVID-19 syndrome: 'I wouldn't wish this on anybody' https://t.co/O3VWOOGf2E https://t.co/pHlq7IMCab,0,2021-10-22 21:38:28+00:00,0
"This will enable local businesses and non-profit organizations to transition their operations to digital platforms, provide goods and services online and allowing Manitoba’s economy to better recover from COVID-19. 

 https://t.co/lafARrwMub

#mbpoli https://t.co/pQuMkbjjLz",0,2021-10-22 21:38:28+00:00,0
"Oct. 28, 2021, forum on ""The Shadow Pandemic: The Church's Response to the Surge in Domestic Violence During COVID-19,""   please join us #ThursdaysInBlack, #ShadowPandemic, #endviolenceagainstwomen,#DomesticViolenceAwarenessMonth, #GBV,#womenInMinistry https://t.co/nkAeOtkdhY",0,2021-10-22 21:38:28+00:00,0
UPDATE: Battling post-COVID-19 syndrome: 'I wouldn't wish this on anybody' https://t.co/9DGtKILEoH https://t.co/jhqmvxSnUq,0,2021-10-22 21:38:28+00:00,0
"RT @globalhlthtwit: Last week 1 in 12 children were infected with COVID-19. Hundreds of thousands. So far 96 children have died, 500 hospit…",0,2021-10-22 21:38:27+00:00,443
"RT @HL3133: @gdemaneuf 💯!

Gilles Demaneuf, a data scientist in New Zealand, told Vanity Fair, “I cannot be sure that [COVID-19 originated…",0,2021-10-22 21:38:26+00:00,7
Harvard Study Finds Covid-19 Surged Most Among Vaxxed Communities https://t.co/xUvX7Qwz7E,0,2021-10-22 21:38:26+00:00,0
RT @DrSyedHaider: My experience using ivermectin and fluvoxamine in 4000 acute COVID-19 patients: 5 hospitalized. 0 dead. 4000 recovered. 5…,0,2021-10-22 21:38:26+00:00,16407
"Covid-19: Home working best way to curb Covid, say scientists, and 'Delta Plus' may spread more easily - BBC News https://t.co/AmRCAnu68F",0,2021-10-22 21:38:26+00:00,0
"RT @ctvottawa: NEW: The Ottawa Police Service has implemented a new COVID-19 vaccination policy for all officers and civilians, with unvacc…",0,2021-10-22 21:38:23+00:00,2
"RT @globalhlthtwit: Last week 1 in 12 children were infected with COVID-19. Hundreds of thousands. So far 96 children have died, 500 hospit…",0,2021-10-22 21:38:23+00:00,443
"RT @DrEmilyRSmith: Do rapid antigen tests work? Yes! Really well. 

We took the data from the UK COVID-19 Lateral Flow Oversight Team exper…",0,2021-10-22 21:38:22+00:00,55
"RT @eastknow: People in the Kootenays affected by #dementia continue to feel the impacts of the COVID-19 pandemic, with changes to routine,…",0,2021-10-22 21:38:22+00:00,1
RT @ReutersPolitics: Americans can mix and match COVID-19 boosters but original vaccine recommended -Fauci https://t.co/aQIqWHMisV https://…,0,2021-10-22 21:38:21+00:00,1
"RT @NewStatesman: ""Finding free time just for ourselves has felt like an impossible task since 19 July. The desperation to make up for lost…",0,2021-10-22 21:38:21+00:00,140
"RT @KevinCTV: NEW: Alberta is reporting 656 new cases of COVID-19 from 10,732 tests (6.1% positivity). There are 889 people fighting COVID-…",0,2021-10-22 21:38:21+00:00,6
RT @SecBlinken: We congratulate India for the extraordinary accomplishment of administering one billion doses of the COVID-19 vaccine. I ap…,0,2021-10-22 21:38:21+00:00,1367
RT @balleralert: Arizona Woman Loses Four Family Members to COVID-19 in Just Days: ‘It Doesn’t Seem Real’ https://t.co/qhnO2rqDJ1 https://t…,0,2021-10-22 21:38:19+00:00,1
"RT @CBCAlerts: Alberta is reporting 656 new cases of COVID-19, 12 additional deaths and 1,041 new recoveries. https://t.co/22XcdlRiS2",0,2021-10-22 21:38:19+00:00,2
RT @Complex: A researcher found that Chinese Twitter accounts were spreading disinformation about COVID-19 being linked to Maine lobsters.…,0,2021-10-22 21:38:18+00:00,10
RT @MinorityHealth: Learn about a new CDC-led study that shows significant racial and ethnic disparities in caregiver deaths due to COVID-1…,0,2021-10-22 21:38:18+00:00,5
"RT @WSJ: Sexual desire is lower than it’s been at any point during the pandemic for people who are feeling stressed, a new study says. To r…",0,2021-10-22 21:38:18+00:00,420
"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:38:16+00:00,369
"RT @ahahospitals: Pfizer unveils new data on COVID-19 boosters, pediatric vaccines; confirms high efficacy for each https://t.co/JwOq06iwJP…",0,2021-10-22 21:38:14+00:00,2
RT @Expecte02304588: Latest UKHSA report shows Vaccinated accounted for 82% of C-19 Deaths &amp; 65% of Hospitalisations in England over the pa…,0,2021-10-22 21:38:13+00:00,33
